FIPS,STATE_FIPS,population,covid_cases,covid_deaths
45057,45,98012,33036,827
45059,45,67493,30728,654
45061,45,16828,23009,1679
45063,45,298750,148876,4089
45065,45,9463,2265,141
45067,45,30657,15287,584
45069,45,26118,20207,207
45071,45,38440,18251,263
45073,45,79546,18365,55
45075,45,86175,54825,1057
45077,45,126884,50770,469
45079,45,415759,273652,7259
45081,45,20473,17311,104
45083,45,319785,123063,3325
45085,45,106721,78373,2069
45087,45,27316,8098,7
45089,45,30368,30705,1158
45091,45,280979,92571,970
0,46,0,0,12
46003,46,2751,2242,0
46005,46,18453,31818,503
46007,46,3365,166,0
46009,46,6901,913,0
46011,46,35077,4460,0
46013,46,38839,25397,111
46015,46,5297,1239,0
46017,46,1962,4099,85
46019,46,10429,102,14
46021,46,1376,26,0
46023,46,9292,4209,0
46025,46,3736,831,0
46027,46,14070,4855,0
46029,46,28009,5097,0
46031,46,4086,1011,0
46033,46,8972,401,0
46035,46,19775,3030,0
46037,46,5424,1260,0
46039,46,4351,244,0
46041,46,5892,998,0
46043,46,2921,486,0
46045,46,3829,381,0
46047,46,6713,696,0
46049,46,2299,1192,34
46051,46,7052,1039,0
46053,46,4185,186,0
46055,46,1899,23,0
46057,46,6164,767,0
46059,46,3191,406,0
46061,46,3453,471,0
46063,46,1298,0,0
46065,46,17526,3543,38
46067,46,7291,935,0
46069,46,1301,208,0
46071,46,3344,358,40
46073,46,2013,2767,95
46075,46,903,21,0
46077,46,4939,332,0
46079,46,12797,1803,56
46081,46,25844,1594,0
46083,46,61128,28277,42
46085,46,3781,3605,26
46087,46,5586,950,102
46089,46,2379,287,0
46091,46,4935,342,0
46093,46,28332,2855,54
46095,46,2061,372,0
46097,46,2216,468,0
46099,46,193134,330512,4455
46101,46,6576,1781,0
46102,46,14177,5078,13
46103,46,113775,33209,974
46105,46,2865,56,0
46107,46,2153,6,0
46109,46,10394,3531,0
46111,46,2344,943,0
46115,46,6376,807,0
46117,46,3098,1010,0
46119,46,1391,59,0
46121,46,10177,3578,99
46123,46,5441,873,0
46125,46,8384,2436,0
46127,46,15932,9655,61
46129,46,5435,896,0
46135,46,22814,6151,38
46137,46,2756,139,0
0,47,0,68196,297
47001,47,76978,10645,180
47003,47,49713,39328,510
47005,47,16160,1292,97
47007,47,15064,59521,78
47009,47,133088,19930,382
47011,47,108110,42161,277
47013,47,39842,3937,105
47015,47,14678,3103,0
47017,47,27767,4157,111
47019,47,56391,5782,130
47021,47,40667,17081,83
47023,47,17297,3437,0
47025,47,31959,3398,0
47027,47,7615,1391,0
47029,47,36004,6615,13
47031,47,56520,10029,0
47033,47,14230,3380,193
47035,47,60520,15113,242
47037,47,694144,776312,8737
47039,47,11663,1987,0
47041,47,20490,5995,10
47043,47,53948,17368,2
47045,47,37159,14721,92
47047,47,41133,21011,272
47049,47,18523,1717,0
47051,47,42208,7648,202
47053,47,49133,11528,98
47055,47,29464,5411,63
47057,47,23320,2843,0
47059,47,69069,9097,249
47061,47,13427,4758,127
47063,47,64934,20065,342
47065,47,367804,170505,2474
47067,47,6620,751,0
47069,47,25050,25112,176
47071,47,25652,6831,330
47073,47,56786,6057,226
47075,47,17304,7010,208
47077,47,28117,4946,0
47079,47,32345,3707,7
47081,47,25178,7227,0
47083,47,8201,1282,0
47085,47,18582,2464,124
47087,47,11786,2797,0
47089,47,54495,9174,25
47091,47,17788,2560,0
47093,47,470313,88347,802
47095,47,7016,48751,0
47097,47,25633,9925,168
47099,47,44142,10329,213
47101,47,12268,713,4
47103,47,34366,5369,6
47105,47,54068,19735,79
47107,47,53794,18251,1257
47109,47,25694,5427,26
47111,47,24602,27359,444
47113,47,97984,24748,224
47115,47,28907,6352,241
47117,47,34375,6405,131
47119,47,96387,24074,141
47121,47,12422,2937,0
47123,47,46545,9434,351
47125,47,208993,46022,483
47127,47,6488,955,0
47129,47,21403,2191,43
47131,47,30069,7330,175
47133,47,22241,4190,28
47135,47,8076,2632,0
47137,47,5048,458,12
47139,47,16832,3240,0
47141,47,80245,60608,621
47143,47,33167,19429,7
47145,47,53382,4714,4
47147,47,71813,59988,636
47149,47,332285,202188,2774
47151,47,22068,1896,0
47153,47,15026,2537,0
47155,47,98250,40565,247
47157,47,937166,790263,14372
47159,47,20157,7960,126
47161,47,13715,1862,0
47163,47,158348,13716,260
47165,47,191283,132269,5101
47167,47,61599,49045,355
47169,47,11284,129032,411
47171,47,17883,3555,0
47173,47,19972,1518,0
47175,47,5872,626,0
47177,47,41277,6562,37
47179,47,129375,16302,2
47181,47,16673,6765,5
47183,47,33328,4713,37
47185,47,27345,5201,129
47187,47,238412,105083,1301
47189,47,144657,69754,1137
0,48,0,78,1
48001,48,57735,66536,128
48003,48,18705,6819,60
48005,48,86715,39979,548
48007,48,23510,2451,13
48009,48,8553,428,0
48011,48,1887,249,0
48013,48,51153,10399,191
48015,48,30032,5900,13
48017,48,7000,5081,45
48019,48,23112,1815,2
48021,48,88723,38073,511
48023,48,3509,75,0
48025,48,32565,6575,23
48027,48,362924,96274,848
48029,48,2003554,912923,11571
48031,48,11931,2433,62
48033,48,654,0,0
48035,48,18685,1950,3
48037,48,93245,31574,841
48039,48,374264,185364,1603
48041,48,229211,128363,2644
48043,48,9203,5244,31
48045,48,1546,298,19
48047,48,7093,1236,4
48049,48,37864,9626,896
48051,48,18443,6589,9
48053,48,48155,11171,183
48055,48,43664,26288,177
48057,48,21290,8905,199
48059,48,13943,1410,131
48061,48,423163,198516,5250
48063,48,13094,8284,76
48065,48,5926,582,0
48067,48,30026,4010,123
48069,48,7530,6163,118
48071,48,43837,23226,70
48073,48,52646,14683,181
48075,48,7306,504,0
48077,48,10471,777,2
48079,48,2853,253,0
48081,48,3387,430,36
48083,48,8175,308,0
48085,48,1034730,232696,3914
48087,48,2920,421,0
48089,48,21493,6764,3
48091,48,156209,40210,1310
48093,48,13635,1775,94
48095,48,2726,554,2
48097,48,41257,4222,6
48099,48,75951,29163,214
48101,48,1398,380,83
48103,48,4797,3186,125
48105,48,3464,1954,20
48107,48,5737,1304,123
48109,48,2171,265,20
48111,48,7287,5627,43
48113,48,2635516,1697468,28727
48115,48,12728,5321,119
48117,48,18546,22015,1014
48119,48,5331,400,0
48121,48,887207,228612,3475
48123,48,20160,8696,216
48125,48,2211,185,2
48127,48,10124,1390,0
48129,48,3278,3052,0
48131,48,11157,2868,2
48133,48,18360,1114,2
48135,48,166223,50871,934
48137,48,1932,302,0
48139,48,184826,71475,1555
48141,48,839238,469484,9487
48143,48,42698,8799,120
48145,48,17297,2508,2
48147,48,35514,7007,366
48149,48,25346,7888,235
48151,48,3830,551,68
48153,48,5712,2229,54
48155,48,1155,24,0
48157,48,811688,289881,4985
48159,48,10725,2799,20
48161,48,19717,3016,0
48163,48,20306,13052,22
48165,48,21492,1991,0
48167,48,342139,248862,4100
48169,48,6229,1623,19
48171,48,26988,3108,4
48173,48,1409,282,0
48175,48,7658,1547,7
48177,48,20837,19117,309
48179,48,21886,10168,188
48181,48,136212,41006,332
48183,48,123945,37762,793
48185,48,28880,29889,182
48187,48,166847,45347,175
48189,48,33406,27182,724
48191,48,2964,160,48
48193,48,8461,1729,68
48195,48,5399,2246,171
48197,48,3933,308,0
48199,48,57602,23343,479
48201,48,4713325,2319719,30871
48203,48,66553,27909,1769
48205,48,5576,2344,0
48207,48,5658,578,0
48209,48,230191,146281,647
48211,48,3819,745,0
48213,48,82737,13270,240
48215,48,868707,319720,5338
48217,48,36649,6806,104
48219,48,23021,5213,151
48221,48,61643,7986,383
48223,48,37084,4682,1
48225,48,22968,10915,8
48227,48,36664,3084,124
48229,48,4886,808,4
48231,48,98594,29748,521
48233,48,20938,4730,14
48235,48,1536,134,0
48237,48,8935,768,0
48239,48,14760,4639,80
48241,48,35529,4873,102
48243,48,2274,166,0
48245,48,251565,157282,3193
48247,48,5200,1290,2
48249,48,40482,10704,6
48251,48,175817,36958,463
48253,48,20083,39158,0
48255,48,15601,3683,6
48257,48,136154,46601,302
48259,48,47431,5335,2
48261,48,404,64,0
48263,48,762,26,0
48265,48,52600,7141,60
48267,48,4337,329,0
48269,48,272,0,0
48271,48,3667,201,0
48273,48,30680,6812,116
48275,48,3664,513,0
48277,48,49859,21088,918
48279,48,12893,3919,34
48281,48,21428,1872,2
48283,48,7520,4863,2
48285,48,20154,11747,114
48287,48,17239,4401,168
48289,48,17404,3388,4
48291,48,88219,23362,289
48293,48,23437,4822,121
48295,48,3233,619,0
48297,48,12207,2843,12
48299,48,21795,1612,0
48301,48,169,0,0
48303,48,310569,170188,5397
48305,48,5951,2246,124
48307,48,7984,1033,0
48309,48,256623,90330,869
48311,48,743,60,0
48313,48,14284,5434,0
48315,48,9854,3050,102
48317,48,5771,1109,87
48319,48,4274,2954,0
48321,48,36643,17543,548
48323,48,58722,33304,396
48325,48,51584,19608,290
48327,48,2138,393,0
48329,48,176832,45017,1377
48331,48,24823,7491,113
48333,48,4873,231,0
48335,48,8545,829,0
48337,48,19818,1587,99
48339,48,607391,183137,2954
48341,48,20940,70409,1091
48343,48,12388,3048,2
48345,48,1200,138,0
48347,48,65204,36616,2119
48349,48,50113,18439,430
48351,48,13595,1178,8
48353,48,14714,2509,17
48355,48,362294,207273,1555
48357,48,9836,4483,173
48359,48,2112,502,123
48361,48,83396,23750,315
48363,48,29189,3064,195
48365,48,23194,18116,1433
48367,48,142878,23014,85
48369,48,9605,11786,239
48371,48,15823,8577,22
48373,48,51353,14127,22
48375,48,117415,224590,2879
48377,48,6704,955,0
48379,48,12514,912,16
48381,48,137713,73034,647
48383,48,3849,1034,24
48385,48,3452,566,0
48387,48,12023,7094,619
48389,48,15976,2670,23
48391,48,6948,2242,0
48393,48,854,312,0
48395,48,17074,4367,2
48397,48,104915,25493,897
48399,48,10264,1139,1
48401,48,54406,14038,217
48403,48,10542,1546,66
48405,48,8237,6799,443
48407,48,28859,3896,41
48409,48,66730,13177,28
48411,48,6055,366,0
48413,48,2793,921,21
48415,48,16703,8156,22
48417,48,3265,327,0
48419,48,25274,22380,767
48421,48,3022,2559,0
48423,48,232751,58676,510
48425,48,9128,866,0
48427,48,64633,38075,328
48429,48,9366,660,4
48431,48,1291,0,0
48433,48,1350,44,0
48435,48,3776,850,2
48437,48,7397,2794,55
48439,48,2102515,923910,18147
48441,48,138034,39070,613
48443,48,776,66,0
48445,48,12337,2617,4
48447,48,1501,41,0
48449,48,32750,48552,284
48451,48,119200,33160,241
48453,48,1273954,685880,10819
48455,48,14651,3352,4
48457,48,21672,2193,0
48459,48,41753,5009,6
48461,48,3657,296,2
48463,48,26741,8734,66
48465,48,49025,16591,139
48467,48,56590,8193,122
48469,48,92084,67028,854
48471,48,72971,139737,2144
48473,48,55246,12114,12
48475,48,11998,1602,11
48477,48,35882,24077,2499
48479,48,276652,134945,2779
48481,48,41556,15481,100
48483,48,5056,1568,0
48485,48,132230,26172,302
48487,48,12769,950,2
48489,48,21358,13388,252
48491,48,590551,162233,3180
48493,48,51070,10438,473
48495,48,8010,1628,2
48497,48,69984,8831,329
48499,48,45539,6845,287
48501,48,8713,1724,7
48503,48,18010,2373,109
48505,48,14179,3603,13
48507,48,11840,2737,6
0,49,0,1506,402
49001,49,6710,469,0
49003,49,56046,10236,109
49005,49,128289,78401,108
49007,49,20463,1320,0
49009,49,950,0,0
49011,49,355481,96631,424
49013,49,19938,1568,0
49015,49,10012,796,0
49017,49,5051,976,42
49019,49,9754,1322,0
49021,49,54839,17988,140
49023,49,12017,1804,0
49025,49,7886,1024,0
49027,49,13188,3015,0
49029,49,12124,1906,0
49031,49,1479,203,0
49033,49,2483,173,0
49035,49,1160437,820273,8573
49037,49,15308,31063,729
49039,49,30939,3178,0
49041,49,21620,2813,9
49043,49,42145,52779,26
49045,49,72259,19800,0
49047,49,35734,2344,0
49049,49,636235,303529,1849
49051,49,34091,33526,224
49053,49,177556,76122,302
49055,49,2711,3,0
49057,49,260213,74514,911
0,50,0,818,67
50001,50,36777,7547,210
50003,50,35470,7092,116
50005,50,29993,1882,0
50007,50,163774,60092,4071
50009,50,6163,316,0
50011,50,49402,11333,576
50013,50,7235,793,0
50015,50,25362,3499,113
50017,50,28892,1019,0
50019,50,27037,1343,0
50021,50,58191,6721,104
50023,50,58409,4512,104
50025,50,42222,9384,307
50027,50,55062,5962,245
0,51,0,0,0
51001,51,32316,80510,1121
51003,51,109330,30769,746
51005,51,14860,2589,136
51007,51,13145,3552,120
51009,51,31605,3223,0
51011,51,15911,3397,0
51013,51,236842,208307,10337
51015,51,75558,13535,159
51017,51,4147,41,0
51019,51,78997,9296,209
51021,51,6280,139,0
51023,51,33419,7569,403
51025,51,16231,6651,75
51027,51,21004,2652,0
51029,51,17148,42859,303
51031,51,54885,3500,76
51033,51,30725,9015,272
51035,51,29791,13877,415
51036,51,6963,3123,195
51037,51,11880,2530,0
51041,51,352802,199329,4088
51043,51,14619,3551,0
51045,51,5131,632,0
51047,51,52605,61658,769
51049,51,9932,3929,0
51051,51,14318,250,0
51053,51,28544,9327,52
51057,51,10953,4424,4
51059,51,1147532,1075153,36952
51061,51,71222,33479,566
51063,51,15749,1110,55
51065,51,27270,10744,645
51067,51,56042,5995,76
51069,51,89313,37467,391
51071,51,16720,940,0
51073,51,37348,4906,105
51075,51,23753,11125,567
51077,51,15550,5314,139
51079,51,19819,4751,124
51081,51,11336,21737,738
51083,51,33911,4671,56
51085,51,107766,33701,2217
51087,51,330818,204345,13975
51089,51,50557,17842,298
51091,51,2190,235,0
51093,51,37109,16736,573
51095,51,76523,27981,1636
51097,51,7025,1710,62
51099,51,26836,7552,401
51101,51,17148,3208,42
51103,51,10603,1076,0
51105,51,23423,1646,0
51107,51,413538,286026,6557
51109,51,37591,9762,90
51111,51,12196,2111,0
51113,51,13261,3660,86
51115,51,8834,613,0
51117,51,30587,20932,2085
51119,51,10582,1349,9
51121,51,98535,11636,165
51125,51,14930,1775,0
51127,51,23091,4931,110
51131,51,11710,21613,1884
51133,51,12095,2798,83
51135,51,15232,6629,146
51137,51,37051,11038,146
51139,51,23902,21731,1814
51141,51,17608,2923,49
51143,51,60354,8466,145
51145,51,29652,5300,98
51147,51,22802,14661,337
51149,51,38353,15545,53
51153,51,470335,551678,10547
51155,51,34027,3016,87
51157,51,7370,1735,21
51159,51,9023,25341,326
51161,51,94186,17118,389
51163,51,22573,2278,0
51165,51,81948,55873,732
51167,51,26586,1249,5
51169,51,21566,1119,189
51171,51,43616,43125,2114
51173,51,30104,3066,40
51175,51,17631,15082,417
51177,51,136215,67246,1576
51179,51,152882,74881,448
51181,51,6422,1293,105
51183,51,11159,14599,283
51185,51,40595,1644,0
51187,51,40164,19714,353
51191,51,53740,6565,401
51193,51,18015,8786,95
51195,51,37383,3170,198
51197,51,28684,3784,131
51199,51,68280,11028,292
51510,51,159428,188967,4282
51520,51,16762,745,0
51530,51,6478,1500,0
51540,51,47266,17043,379
51550,51,244835,77962,1572
51570,51,17370,10898,1347
51580,51,5538,355,0
51590,51,40044,8448,176
51595,51,5346,9243,748
51600,51,24019,5790,492
51610,51,14617,4622,569
51620,51,7967,4767,186
51630,51,29036,17510,11
51640,51,6347,16078,675
51650,51,134510,31113,368
51660,51,53016,78734,2173
51670,51,22529,12162,176
51678,51,7446,1047,0
51680,51,82168,12539,111
51683,51,41085,101797,1126
51685,51,17478,30692,446
51690,51,12554,5383,71
51700,51,179225,46425,1067
51710,51,242742,84953,895
51720,51,3981,311,0
51730,51,31346,17698,406
51735,51,12271,1430,0
51740,51,94398,44188,1315
51750,51,18249,937,0
51760,51,230436,153509,2571
51770,51,99143,29150,697
51775,51,25301,5269,204
51790,51,24932,5650,0
51800,51,92108,38679,2953
51810,51,449974,115000,2541
51820,51,22630,6356,20
51830,51,14954,5646,446
51840,51,28078,21624,203
0,53,0,24691,29
53001,53,19983,12724,5
53003,53,22582,2029,168
53005,53,204390,135983,7309
53007,53,77200,33461,671
53009,53,77331,3668,0
53011,53,488241,68929,2783
53013,53,3985,428,0
53015,53,110593,14834,33
53017,53,43429,22816,288
53019,53,7627,218,0
53021,53,95222,119209,2492
53023,53,2225,32,0
53025,53,97733,42696,548
53027,53,75061,2838,22
53029,53,85141,22095,1196
53031,53,32221,4093,0
53033,53,2252782,1003461,62659
53035,53,271473,24324,214
53037,53,47935,11176,60
53039,53,22425,4683,331
53041,53,80707,6020,324
53043,53,10939,343,0
53045,53,66768,4798,94
53047,53,42243,11874,136
53049,53,22471,1213,79
53051,53,13724,663,0
53053,53,904980,244879,8602
53055,53,17582,1934,0
53057,53,129205,52061,1585
53059,53,12083,1084,8
53061,53,822083,365891,16334
53063,53,522798,113793,3665
53065,53,45723,1947,106
53067,53,290536,23554,370
53069,53,4488,426,0
53071,53,60760,14915,209
53073,53,229247,54187,3985
53075,53,50104,3053,0
53077,53,250873,492731,11914
0,54,0,0,2
54001,54,16441,1254,98
54003,54,119171,36748,715
54005,54,21457,2035,0
54007,54,13957,320,0
54009,54,21939,1178,2
54011,54,91945,10693,20
54013,54,7109,201,0
54015,54,8508,684,36
54017,54,8448,7,0
54019,54,42406,5436,284
54021,54,7823,916,0
54023,54,11568,1337,0
54025,54,34662,3298,81
54027,54,23175,2984,101
54029,54,28810,2683,0
54031,54,13776,3401,0
54033,54,67256,6709,114
54035,54,28576,14447,1694
54037,54,57146,18708,254
54039,54,178124,30315,1631
54041,54,15907,1179,104
54043,54,20409,883,0
54045,54,32019,2604,109
54047,54,17624,783,0
54049,54,56072,7348,228
54051,54,30531,4004,0
54053,54,26516,1919,6
54055,54,58758,3045,0
54057,54,26868,4675,151
54059,54,23424,1831,152
54061,54,105612,26353,490
54063,54,13275,977,0
54065,54,17884,1873,0
54067,54,24496,1055,79
54069,54,41411,8113,141
54071,54,6969,1158,54
54073,54,7460,410,0
54075,54,8247,1946,0
54077,54,33432,4855,123
54079,54,56450,5351,0
54081,54,73361,3910,0
54083,54,28695,10485,0
54085,54,9554,148,0
54087,54,13688,965,55
54089,54,12573,153,0
54091,54,16695,1432,0
54093,54,6839,600,0
54095,54,8591,494,0
54097,54,24176,1374,0
54099,54,39402,11426,858
54101,54,8114,49,0
54103,54,15065,1421,0
54105,54,5821,443,0
54107,54,83518,8934,218
54109,54,20394,474,2
0,55,0,1,0
55001,55,20220,1693,149
55003,55,15562,425,0
55005,55,45244,3040,39
55007,55,15036,557,102
55009,55,264542,239182,3154
55011,55,13031,979,169
55013,55,15414,231,76
55015,55,50089,8923,129
55017,55,64658,7772,0
55019,55,34774,6056,484
55021,55,57532,7495,113
55023,55,16131,2778,0
55025,55,546695,146737,3032
55027,55,87839,31233,319
55029,55,27668,4034,285
55031,55,43150,3066,0
55033,55,45368,3416,0
55035,55,104646,17226,54
55037,55,4295,306,0
55039,55,103403,25201,543
55041,55,9004,2633,169
55043,55,51439,12352,1082
55045,55,36960,6892,45
55047,55,18913,2294,0
55049,55,23678,2378,0
55051,55,5687,867,124
55053,55,20643,2306,106
55055,55,84769,18401,279
55057,55,26687,3510,106
55059,55,169561,124599,3113
55061,55,20434,4558,107
55063,55,118016,24887,11
55065,55,16665,4286,0
55067,55,19189,586,21
55069,55,27593,1141,0
55071,55,78981,7319,93
55073,55,135692,13287,134
55075,55,40350,5769,234
55077,55,15574,1751,102
55078,55,4556,502,0
55079,55,945726,917866,32670
55081,55,46253,5578,92
55083,55,37930,5151,0
55085,55,35595,1925,0
55087,55,187885,35791,703
55089,55,89221,21713,1436
55091,55,7287,528,0
55093,55,42754,5729,0
55095,55,43783,3538,92
55097,55,70772,9603,0
55099,55,13351,385,0
55101,55,196311,165384,4286
55103,55,17252,1543,339
55105,55,163354,68876,1849
55107,55,14178,813,22
55109,55,90687,13514,58
55111,55,64442,11219,349
55113,55,16558,947,0
55115,55,40899,5865,0
55117,55,115340,17307,365
55119,55,20343,894,0
55121,55,29649,7922,10
55123,55,30822,2269,0
55125,55,22195,1012,0
55127,55,103868,48685,1497
55129,55,15720,341,0
55131,55,136034,31182,1075
55133,55,404198,106060,3198
55135,55,50990,8602,514
55137,55,24443,2044,0
55139,55,171907,42952,737
55141,55,72999,4262,67
0,56,0,0,0
56001,56,38880,2926,0
56003,56,11790,1217,0
56005,56,46341,4750,8
56007,56,14800,2086,72
56009,56,13822,2310,0
56011,56,7584,650,0
56013,56,39261,28833,713
56015,56,13211,633,0
56017,56,4413,907,0
56019,56,8445,1902,107
56021,56,99500,22432,198
56023,56,19830,2395,0
56025,56,79858,10145,62
56027,56,2356,182,0
56029,56,29194,2753,0
56031,56,8393,170,0
56033,56,30485,2399,0
56035,56,9831,586,0
56037,56,42343,6650,28
56039,56,23464,12839,98
56041,56,20226,8991,0
56043,56,7805,2965,276
56045,56,6927,115,0
