,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,output,output,output,output,output
,Population,Sq Mile,White,African American,Native American,Asian,Hawaiian and Pacific Islander,Hispanic,Other Races,Multi race,Male,Female,Age group  less than 5 years,Age group 5 to 9 years,Age group 10 to14 years,Age group 15 to 19 years,Age group 20 to 24 years,Age group 25 to 34 years,Age group 35 to 44 years,Age group 45 to 54 years,Age group 55 to 64 years,Age group 65 to 74 years,Age group 75 to 84 years,Age group greater than 85 years,Households,Households with One Male,Households with One Female,Married Households with Children,Married Households with No Child,Male Headed Households with Children,Female Headed Households with Children,Families,Housing Units,Vacant Housing Units,Owner occupied Housing Units,Renter occupied Housing Units,Prevalence of obesity,Hypertension,Diabetes,CVD,HIV or AIDS,Population per sq mile,Average Household Size,Average Family Size,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_vaccinated_per_hundred,distributed_per_hundred,share_doses_used
StateFIPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4903185,0.010533771,0.668013546,0.255203709,0.005755035,0.01093065,0.000623472,0.037853355,0.019764704,0.014531575,0.473200175,0.501622517,0.062195695,0.062863017,0.065193339,0.07005059,0.068388609,0.124189073,0.12634665,0.141510875,0.119928781,0.075563333,0.04315705,0.015435681,0.384197415,0.046906042,0.058473625,0.078022959,0.106052494,0.009363302,0.038237798,0.260328745,0.44294739,0.058749976,0.2677013,0.116496114,0.262921346,0.000923485,0.105656833,0.002907457,0.001523755,94.9327606,2.602828552,3.841296888,12.71,33.57,22.41,51.72,0.649
2,723231,0.779003583,0.654528083,0.032163997,0.135207147,0.05270377,0.010244306,0.054259289,0.015346411,0.071517952,0.50562545,0.466086216,0.073410847,0.0692144,0.069071984,0.070959348,0.074243222,0.141418164,0.12747656,0.152424329,0.118089518,0.048540508,0.020405652,0.006457135,0.354399908,0.051856184,0.039138256,0.084714289,0.090659831,0.013829606,0.027402033,0.23413128,0.421419989,0.067020081,0.223328369,0.131071539,0.240191585,0.001152495,0.058541462,0.002402472,0.000937598,1.283691144,2.82167116,4.271108066,21.42,54.08,33.18,77.98,0.694
4,7278717,0.015661792,0.641201052,0.035584293,0.040739185,0.024275569,0.001737669,0.260368551,0.104649762,0.029991549,0.436316318,0.441862762,0.062609248,0.062329666,0.061640534,0.063415297,0.060805222,0.117698353,0.11299986,0.115754741,0.099774177,0.068403813,0.038542369,0.0142058,0.327116716,0.03965273,0.045665603,0.069024665,0.088425611,0.011593939,0.027673146,0.216593117,0.390800467,0.063683751,0.215929126,0.11118759,0.192760345,0.001066101,0.067555175,0.001659399,0.001047223,63.84965493,3.057012839,4.616951894,15.85,44.51,27.89,54.55,0.816
5,2872032,0.017254373,0.741957262,0.146786317,0.007517326,0.012300002,0.002020869,0.062922349,0.033740919,0.019069774,0.473113809,0.49027866,0.065403171,0.065190081,0.065323437,0.067036509,0.065580049,0.124694989,0.121230892,0.134422249,0.116014028,0.077476504,0.044102573,0.016917987,0.379122517,0.046448299,0.056346865,0.078150592,0.109476148,0.010656915,0.034579698,0.256130503,0.435346472,0.056223956,0.253552189,0.125570328,0.249573125,0.001539568,0.09745365,0.00278326,0.001283208,57.95632378,2.637669766,3.904259701,12.88,36.93,24.77,55.1,0.67
6,38445917,0.003939099,0.543523074,0.059063463,0.009224699,0.121367947,0.003473841,0.35509339,0.160228432,0.045866795,0.468632417,0.474115834,0.064049792,0.063420103,0.065679094,0.071749986,0.070360918,0.134706112,0.131015499,0.132750013,0.101915244,0.057423601,0.034545229,0.01513266,0.318162316,0.033235831,0.040888503,0.080275989,0.076580044,0.010885785,0.026427202,0.218467074,0.346232917,0.028070601,0.177685084,0.140477232,0.174251768,0.001240633,0.063137524,0.001917043,0.000996766,253.8651324,3.143049787,4.577348801,14.76,42.89,28.66,55.34,0.775
8,5710532,0.015019679,0.708644133,0.035268693,0.009680009,0.024292658,0.001156285,0.179781498,0.063185006,0.029986698,0.43704562,0.435167862,0.059677627,0.060499267,0.057733675,0.058915176,0.060590852,0.126141137,0.121486404,0.128728111,0.103393344,0.053591154,0.029423353,0.01203338,0.341904047,0.045155162,0.050151019,0.077373352,0.091034951,0.009675806,0.023469267,0.218709395,0.382587997,0.04068395,0.224010127,0.11789392,0.156208388,0.000808697,0.045282996,0.001582363,0.001023112,66.57931714,2.924797204,4.572277286,16.43,43.43,27.64,53.14,0.817
9,3565287,0.001391969,0.777612013,0.101617626,0.003157109,0.038023587,0.000400529,0.134375437,0.055666206,0.02599398,0.487930986,0.514540064,0.056687162,0.062427232,0.067390087,0.070354504,0.063921362,0.11790832,0.135876298,0.161444787,0.12438045,0.071507287,0.046761172,0.023812389,0.384565675,0.044294611,0.06050705,0.084450424,0.104037347,0.008534516,0.031348668,0.254863353,0.417327132,0.032761458,0.259526372,0.125039303,0.197339793,0.000740863,0.068515101,0.001869748,0.001102003,718.406656,2.600336084,3.923671204,18.64,50.88,33.05,62.02,0.82
10,973764,0.002029003,0.635284319,0.19698202,0.004293648,0.029318192,0.000410777,0.075193784,0.03134127,0.024496695,0.446657506,0.475469416,0.057391729,0.058007895,0.058379648,0.066323052,0.064560818,0.114418894,0.119214717,0.137152328,0.113917746,0.074405092,0.042186813,0.016168189,0.351519465,0.037930135,0.051923259,0.070141225,0.099591893,0.010093822,0.032348701,0.236947556,0.416820708,0.065301243,0.253371453,0.098148011,0.229398499,0.00085674,0.085502237,0.002047669,0.001677907,492.852913,2.84479268,4.22034317,15.01,43.97,28.62,57,0.771
12,18440726,0.002694879,0.661373365,0.140763059,0.003336908,0.021116468,0.000579749,0.200913348,0.030486164,0.021929885,0.430043535,0.449542062,0.049666808,0.05004136,0.052571032,0.056766474,0.056132226,0.106300153,0.114040141,0.12948975,0.110132432,0.0813821,0.052175983,0.020887139,0.347470322,0.041406884,0.053540679,0.062288003,0.099485563,0.009485256,0.029627575,0.226510279,0.421033424,0.073563102,0.235234882,0.11223544,0.198144151,0.000840619,0.079282996,0.001830529,0.00128804,371.0742135,2.877943631,4.414810676,14.72,42.04,26.43,56.89,0.739
13,9078415,0.005494562,0.533231186,0.289077113,0.003044144,0.030584304,0.000664323,0.080069483,0.036536664,0.019416605,0.44509014,0.467464199,0.064733436,0.065348962,0.064839953,0.067226823,0.065029633,0.126158696,0.130611456,0.130249058,0.100542661,0.057222874,0.029675885,0.010914901,0.337756426,0.038056643,0.04843037,0.075740754,0.083534736,0.009340287,0.037150097,0.230536938,0.385537784,0.047781358,0.219372875,0.11838355,0.227019584,0.001010579,0.084372107,0.002272031,0.001640698,181.9981432,2.960713474,4.337699662,11.77,34.11,21.91,50.73,0.672
15,1415872,0.004540933,0.237732648,0.015131311,0.002940944,0.37085132,0.095645652,0.085348111,0.011996141,0.22645338,0.481147307,0.479604089,0.061733688,0.058876085,0.057589245,0.060735716,0.067681966,0.130896719,0.124568464,0.13685206,0.123995672,0.070997237,0.045468093,0.02135645,0.321595455,0.036348625,0.038640499,0.075070345,0.087427395,0.01002633,0.02314051,0.221705776,0.366917348,0.045321894,0.185526658,0.136068797,0.182426095,0.001152495,0.079585223,0.002402472,0.001174266,220.2190569,3.109496682,4.510482404,17.72,46.68,29.79,62.9,0.742
16,1352840,0.055638745,0.795881257,0.005889832,0.013095414,0.012030987,0.001301706,0.080194258,0.034704769,0.021772715,0.443943112,0.440733568,0.064936726,0.064999556,0.063632802,0.064557523,0.063664587,0.116595458,0.107754797,0.120041542,0.105102599,0.063643151,0.035008575,0.014739363,0.333996629,0.0384347,0.043677005,0.080804086,0.101001597,0.009986399,0.021403862,0.228069099,0.388364478,0.054367848,0.231194376,0.102802253,0.193612696,0.000871601,0.05895967,0.001869111,0.000440462,17.97308687,2.994042192,4.384636078,15.34,39.78,24.57,50.93,0.781
17,12654977,0.004409219,0.723961174,0.147460639,0.00347065,0.046372269,0.000319005,0.160102069,0.068005497,0.022891863,0.496537844,0.515943253,0.06594607,0.067825805,0.069404867,0.072750666,0.069347894,0.140185952,0.136223638,0.147643966,0.116230081,0.067004705,0.041389328,0.018528125,0.381672286,0.046982938,0.059248626,0.085127693,0.098940994,0.009833601,0.031396896,0.251155494,0.417940941,0.036268655,0.257491578,0.124180708,0.224592901,0.000956265,0.075015703,0.002257676,0.000972275,226.7975147,2.620048761,3.981597154,15.35,43.74,28.97,54.32,0.805
18,6732219,0.005374711,0.812199663,0.087845776,0.002742335,0.01522143,0.000348771,0.057886857,0.025743963,0.018998342,0.473801729,0.489298551,0.064477255,0.06607346,0.067165224,0.070632729,0.067143686,0.122893358,0.124896412,0.140632383,0.114248066,0.067189585,0.040625684,0.017122438,0.371668539,0.045083649,0.054722967,0.079069323,0.105307774,0.011214282,0.031331423,0.248673729,0.415248078,0.043579539,0.259643217,0.112025322,0.24174986,0.001266776,0.08590897,0.002317371,0.001092939,186.0565232,2.690569405,4.02133352,15.75,39.44,24.14,49.44,0.798
19,3137812,0.017805053,0.881243045,0.028401638,0.003528255,0.016897762,0.000636749,0.048239346,0.017877107,0.016957039,0.478058915,0.487482679,0.064154895,0.063648491,0.063735495,0.068833952,0.067789594,0.121375659,0.115610814,0.139329252,0.117914011,0.071011903,0.048529357,0.02360817,0.386900809,0.049467591,0.060535494,0.080914025,0.117009878,0.01044677,0.025307762,0.250230734,0.421812397,0.034911588,0.278777696,0.108123113,0.243382969,0.001152297,0.070711375,0.002028016,0.000904606,56.16383065,2.584641794,3.99631166,17.83,45.81,29.21,53.76,0.852
20,2860012,0.028047347,0.818813348,0.058367587,0.009389821,0.023508992,0.000753493,0.104148864,0.038212077,0.029558617,0.485517893,0.493086043,0.07061369,0.069580128,0.068348664,0.069785721,0.069493065,0.129759595,0.119221528,0.139577386,0.113623299,0.065142734,0.043246322,0.020211803,0.38112952,0.048109938,0.057752205,0.086018171,0.109135556,0.011005898,0.028016666,0.251965726,0.422329347,0.041199827,0.258463951,0.122665569,0.24065913,0.000787719,0.072705639,0.002192535,0.001073606,35.65399563,2.62377997,3.968793755,15.53,41.79,28.48,56.42,0.741
21,4419803,0.009026251,0.852345003,0.076024882,0.002267522,0.010918586,0.000562695,0.0297692,0.012474085,0.016850299,0.478012029,0.493431042,0.06331074,0.063471833,0.063720261,0.066252953,0.064223451,0.126877374,0.129327936,0.144180861,0.120744296,0.072733332,0.041125815,0.015474219,0.384921002,0.047159794,0.05862026,0.08021896,0.109727062,0.01092379,0.032446469,0.257617138,0.431085503,0.046164501,0.264552741,0.120368261,0.25077181,0.001334631,0.093533581,0.002522937,0.001131415,110.7879707,2.597935666,3.881729326,15.84,44.24,29.71,53.08,0.833
22,4605957,0.01008002,0.611532196,0.30999421,0.006607747,0.015156459,0.000421411,0.041334515,0.014878341,0.015680129,0.476980354,0.49729014,0.067497808,0.065796967,0.065868396,0.070179769,0.072792473,0.135139777,0.121277077,0.140526496,0.11510355,0.067111786,0.03882559,0.014150805,0.37177833,0.046603561,0.053511789,0.072484828,0.092613978,0.011725468,0.042764837,0.249227468,0.422815715,0.051037385,0.249603285,0.122175044,0.262744311,0.001382649,0.095043658,0.002734989,0.002110901,99.20614955,2.689774848,4.012398829,14.97,39.54,24.88,54.87,0.721
23,1344212,0.024169632,0.941050221,0.011684913,0.006373995,0.010095878,0.000254424,0.012598459,0.003169887,0.015578644,0.483596337,0.504611624,0.051718033,0.055137136,0.058780163,0.065696482,0.059251071,0.107590172,0.127491794,0.162604559,0.142909749,0.083804489,0.05154916,0.021675152,0.414532083,0.051637688,0.06704374,0.073396905,0.127529735,0.011969094,0.027522444,0.260837576,0.536991189,0.122459106,0.295650537,0.118881545,0.231837686,0.000695421,0.079023993,0.001963994,0.001155324,41.37423278,2.412358516,3.833803452,18.42,48.85,32.43,58.86,0.83
24,6045680,0.001637457,0.555650316,0.281241812,0.003377618,0.052740635,0.000522191,0.077845999,0.034211536,0.027243916,0.461777997,0.493210028,0.060289,0.060682669,0.062694188,0.067195253,0.065120549,0.126047359,0.131593468,0.149231187,0.115085152,0.063906293,0.036912142,0.016230763,0.356686262,0.038731292,0.05439355,0.077960626,0.091869566,0.00939398,0.033069398,0.239344788,0.393473356,0.036787094,0.240795907,0.115890355,0.231742997,0.001124567,0.080297171,0.002151386,0.001239065,610.7031236,2.803584289,4.178073009,15.61,42.92,29.07,55.17,0.778
25,6881104,0.001170623,0.76387786,0.06302913,0.002738514,0.050813067,0.000322913,0.091075066,0.044308442,0.024969394,0.459435434,0.490623888,0.053247706,0.055963549,0.058869769,0.067183696,0.069056651,0.12258934,0.128679933,0.146894888,0.116563272,0.06623472,0.043698221,0.021077577,0.369540411,0.044584416,0.06164941,0.076456045,0.094562442,0.007610407,0.028574921,0.232689696,0.406422574,0.036882163,0.230294877,0.139245534,0.187838463,0.00067057,0.067990689,0.001704431,0.001113824,854.2458393,2.706063993,4.297568891,17.37,48.53,31.93,55.84,0.869
26,9325861,0.005628825,0.777245447,0.139986967,0.005384704,0.024994475,0.000262389,0.044755117,0.015286739,0.022835211,0.483648212,0.502347719,0.059514398,0.063595308,0.067272931,0.07396293,0.06745404,0.11654881,0.127523024,0.150358986,0.12463439,0.071867895,0.044090085,0.019173136,0.385796121,0.048043607,0.059461963,0.077606454,0.107832725,0.010289559,0.032334065,0.254309173,0.450499745,0.064703624,0.278048536,0.107747585,0.238079358,0.001118799,0.079325544,0.002479513,0.000941245,177.6569695,2.59204265,3.932221506,15.64,41.2,26.77,52.56,0.784
27,5501792,0.013913788,0.799273219,0.049490421,0.010538748,0.038594516,0.000382239,0.044894282,0.01854723,0.022306369,0.465957274,0.473175467,0.063143063,0.063159422,0.06259924,0.064839601,0.06197817,0.12713276,0.121202147,0.143419271,0.111367533,0.062607601,0.038996203,0.018687729,0.369445446,0.046674974,0.05662555,0.081579783,0.106255925,0.009592874,0.02426155,0.239062109,0.415386478,0.045941032,0.269808092,0.099637355,0.201864956,0.001110209,0.059745443,0.001523731,0.000782066,71.87115166,2.706759578,4.183013374,17.04,45.36,29.59,51.55,0.88
