,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,output,output,output,output,output
28,2821230,0.015842792,0.584551419,0.375054852,0.00517044,0.008525005,0.000406206,0.027856999,0.013232172,0.011410271,0.484445791,0.513904574,0.071381986,0.069696196,0.070535547,0.075149492,0.068873151,0.130837613,0.126845737,0.140525232,0.116860377,0.071809813,0.040867636,0.014967585,0.374595478,0.044495132,0.053774418,0.074717056,0.095556548,0.010973937,0.047832328,0.259675035,0.427082159,0.052486681,0.26091173,0.113683748,0.269693715,0.001978748,0.107631423,0.003114715,0.002444561,63.12018751,2.669546375,3.850967031,13.9,36.71,23.64,54.25,0.677
29,5665102,0.011119406,0.80342684,0.119817437,0.004446522,0.016443128,0.001016398,0.034776249,0.013277431,0.020435996,0.478699766,0.500163986,0.063689056,0.063547841,0.064504046,0.069375803,0.068127458,0.127076441,0.121915369,0.144995095,0.118370508,0.073605206,0.044966357,0.018690573,0.38921647,0.049254365,0.061865612,0.077635142,0.109030164,0.01088577,0.032368526,0.253029336,0.445094016,0.055877546,0.266807906,0.122408564,0.23802996,0.000950212,0.08584894,0.00249727,0.000999044,89.93286034,2.569264351,3.952110905,13.63,38.64,24.46,53.05,0.728
30,832494,0.141234195,0.842420486,0.003509935,0.045470598,0.006100945,0.000622227,0.023582152,0.004635469,0.02151487,0.466637597,0.457636932,0.05622503,0.055286885,0.05602683,0.062811264,0.064422086,0.114506531,0.105349708,0.140433445,0.132095847,0.076192741,0.042520427,0.018403736,0.386026806,0.057338551,0.058253873,0.071747064,0.118197849,0.01087215,0.022756921,0.240123052,0.458104203,0.072077396,0.261253535,0.124773272,0.185178512,0.000771969,0.057512727,0.001896599,0.000613643,7.080438271,2.590493675,4.164531443,17.41,45.59,29.05,59.19,0.77
31,1761886,0.039476635,0.807148703,0.045827029,0.009640238,0.017322347,0.000611844,0.080336072,0.037525697,0.020830519,0.46576623,0.473140146,0.067831857,0.066398167,0.062828696,0.066120623,0.0675458,0.127823253,0.113905781,0.132669197,0.109156325,0.062399043,0.042533966,0.019693669,0.371545605,0.049095117,0.057839724,0.081926413,0.105605584,0.009511966,0.02579168,0.239765229,0.410453344,0.038907739,0.249031436,0.122514169,0.227496558,0.001177665,0.066340842,0.001889875,0.000447154,25.33143992,2.691459638,4.170746546,16.51,44.36,28.62,55.44,0.8
32,3080156,0.035894731,0.580064127,0.070978872,0.010409213,0.063450033,0.00547732,0.232618413,0.105446932,0.040931368,0.442710045,0.434047821,0.060866398,0.059437574,0.059468741,0.059282712,0.057629873,0.125735839,0.124358312,0.122242834,0.102429552,0.064211358,0.031294194,0.009800478,0.326687999,0.043543574,0.040351203,0.06895917,0.081198485,0.012724356,0.027084992,0.213177839,0.38108914,0.054401141,0.192029235,0.134658764,0.183561807,0.000900174,0.072660606,0.002269154,0.0011331,27.85924234,3.061024596,4.690919115,14.9,41.37,26.39,50.27,0.823
33,1359711,0.006815088,0.909053468,0.011057497,0.002316669,0.02089194,0.000282413,0.026993972,0.008871003,0.0157254,0.477597078,0.490601312,0.051338851,0.057185681,0.062233813,0.068852867,0.06217939,0.10625199,0.131776532,0.166183108,0.131088886,0.071163652,0.041733133,0.018210487,0.381678901,0.044793342,0.053063482,0.081896079,0.11714254,0.010438983,0.023994805,0.253139822,0.452121076,0.070442175,0.27087815,0.110800751,0.213151912,0.000860154,0.070652514,0.001853055,0.000756778,146.7332502,2.620003353,3.950385971,16.15,43.1,29.7,54.67,0.788
34,8882190,0.000850361,0.678801962,0.135645151,0.003267888,0.08170575,0.000342596,0.175085649,0.063016216,0.027054476,0.48181811,0.508015929,0.060910654,0.063582292,0.066125021,0.067336884,0.060935197,0.124946776,0.139413478,0.15527657,0.117782326,0.068838203,0.04446516,0.020221477,0.361888228,0.037672016,0.053659176,0.088566558,0.096452789,0.008562303,0.028536543,0.250682095,0.400077233,0.038189005,0.2367057,0.125182528,0.201254758,0.001027733,0.072502277,0.002078286,0.001159855,1175.97083,2.763284137,3.989116171,16.79,45.64,31.24,53.97,0.846
35,2096829,0.057986898,0.671431004,0.020292547,0.092149622,0.013452695,0.000863208,0.454688007,0.147128354,0.036726886,0.485218871,0.496825445,0.069142977,0.068345106,0.067573941,0.071470301,0.067897764,0.127451976,0.118523256,0.139262191,0.122535505,0.073345991,0.041237507,0.015257801,0.377424673,0.050603554,0.054959179,0.074777199,0.096125626,0.01507896,0.035859386,0.24737258,0.429881502,0.052456829,0.258543734,0.118880939,0.195220497,0.001123661,0.065514641,0.001939204,0.001245588,17.24527487,2.649535314,4.042485223,22.04,56.81,36.14,63.78,0.891
36,19453561,0.002497169,0.65494302,0.158007061,0.005495446,0.073006891,0.000450612,0.175645066,0.074102783,0.030115258,0.482027275,0.514093795,0.059414418,0.05983249,0.062274254,0.070232797,0.072528366,0.13670181,0.134166542,0.147977586,0.118418833,0.069941025,0.044540277,0.020092671,0.37616532,0.046716383,0.06280958,0.07452764,0.089601847,0.009391443,0.033812061,0.239020044,0.41679274,0.04062742,0.200366247,0.175799073,0.198818561,0.001151151,0.076202398,0.002220029,0.00121085,400.4535516,2.658405618,4.183749549,14.63,43.36,29.06,57.11,0.759
37,10488084,0.004704348,0.622511223,0.195329099,0.011642737,0.019923753,0.000629667,0.076288481,0.039476228,0.019660312,0.442930472,0.466242547,0.060262675,0.060635003,0.060173431,0.062889561,0.063078538,0.11885803,0.126538937,0.130495332,0.108576648,0.066510432,0.037094573,0.014059861,0.357086671,0.041510728,0.054917562,0.074836166,0.097934094,0.009549218,0.033023572,0.238286993,0.412613782,0.055527111,0.238165522,0.118921149,0.227166087,0.001043409,0.080790543,0.002042333,0.001600504,212.5692953,2.800440569,4.196620163,15.29,42.49,27.72,54.17,0.784
38,762062,0.09277463,0.79448785,0.010445344,0.048015778,0.009066191,0.000419913,0.01767179,0.004604612,0.015553853,0.445979461,0.436614081,0.058518861,0.052588897,0.052213599,0.062296769,0.077363784,0.118737058,0.098760993,0.126836137,0.10736528,0.061508119,0.044505565,0.021898481,0.36898835,0.057053101,0.059161853,0.071210741,0.107937412,0.008983521,0.021163632,0.224280964,0.416630143,0.047641793,0.241375374,0.127612976,0.239850563,0.001016303,0.065770239,0.001798578,0.000621257,10.77880883,2.710112663,4.458693159,18.99,51.28,30.73,57.44,0.893
39,11425785,0.003431378,0.813589438,0.12206111,0.002151275,0.016638157,0.000353061,0.030429419,0.011218748,0.020325518,0.481253411,0.505083896,0.061701931,0.064008206,0.066262143,0.070510429,0.065425789,0.120669783,0.126518222,0.14882461,0.123999008,0.072491999,0.046241724,0.019683462,0.393653565,0.050269544,0.063473101,0.076456716,0.109101125,0.01073458,0.034057354,0.25563784,0.43828901,0.044635445,0.265748568,0.127904997,0.239790877,0.001355315,0.087303236,0.002424191,0.000995683,291.4280883,2.540304696,3.911783949,15.61,42.31,27.37,54.64,0.774
40,3847976,0.017109686,0.682922399,0.071072429,0.080664484,0.016752183,0.001122408,0.0829948,0.03887992,0.055832729,0.468715761,0.478530791,0.06667999,0.06537073,0.063917498,0.066668815,0.068259002,0.12835553,0.116360653,0.132665848,0.111172731,0.070675597,0.041469593,0.015650565,0.369227095,0.046386464,0.055392237,0.078404595,0.103715044,0.011498253,0.030938083,0.246064684,0.420819672,0.051592578,0.247647594,0.1215795,0.243264251,0.002186535,0.088193118,0.002785534,0.000911968,58.44642717,2.708360285,4.063972051,16.49,46.19,29.64,63.96,0.722
41,4177513,0.023013705,0.759048266,0.016519637,0.012648913,0.0337057,0.003188021,0.107055083,0.048693325,0.034400372,0.44945282,0.458751415,0.056368466,0.056296653,0.057556254,0.060438352,0.060025427,0.124450361,0.118596878,0.127726951,0.120503994,0.06859847,0.039192457,0.018449973,0.359830358,0.043749954,0.054821613,0.071314201,0.102576341,0.010145749,0.024901897,0.228338727,0.395933178,0.03610282,0.223770698,0.13605966,0.21318258,0.001028354,0.069054004,0.001746253,0.001037318,43.45236975,2.779087358,4.379458595,15.38,41.2,26.58,52.29,0.788
42,12599915,0.003382549,0.80981086,0.109063752,0.002105411,0.027599551,0.000287065,0.056945305,0.023836034,0.01873211,0.483048655,0.508386128,0.057022289,0.058905953,0.061846528,0.070391189,0.067827124,0.118230559,0.126309503,0.151585229,0.126552441,0.076309801,0.052585434,0.023868732,0.391689468,0.0484162,0.063495825,0.076123847,0.112350679,0.009732764,0.02984417,0.254578781,0.434092611,0.042403143,0.272386044,0.119303424,0.230978145,0.000948714,0.080932054,0.002282167,0.000717104,295.6350366,2.553042863,3.928057148,15.27,44.3,30.01,55.96,0.792
44,895069,0.001019754,0.783906045,0.064558151,0.006279963,0.030253534,0.000575375,0.1400406,0.069316444,0.035435257,0.478656953,0.511667816,0.055031512,0.057158722,0.059873596,0.077996222,0.081693143,0.120525904,0.12738571,0.149675612,0.120423118,0.06841372,0.047264513,0.024882998,0.385394869,0.049406247,0.065015099,0.070920789,0.097643869,0.009687521,0.035158183,0.241114372,0.435370904,0.049976035,0.225575905,0.159818964,0.212137835,0.001337823,0.071984394,0.001954494,0.000915081,980.6288688,2.594741343,4.147409343,18.76,48.64,30.87,58.15,0.836
45,4706563,0.006007966,0.588065219,0.256473567,0.00392027,0.011213278,0.000540734,0.045137821,0.021425401,0.015609267,0.436451823,0.460795914,0.058717582,0.057358629,0.057498859,0.063789011,0.065187909,0.115902836,0.116450582,0.127738012,0.112905957,0.071098804,0.036956905,0.013642652,0.349365981,0.040906071,0.05192494,0.067688247,0.096380947,0.009117694,0.036309511,0.235399377,0.415445836,0.066079855,0.241549725,0.107816256,0.238640596,0.001160271,0.093045817,0.002206808,0.002249926,166.4456851,2.862327914,4.248099595,13.95,39.19,25.75,51.51,0.761
46,851115,0.083374714,0.810378151,0.011958431,0.058196601,0.008878941,0.000457048,0.02527273,0.008721501,0.019756437,0.459815654,0.458531456,0.066126199,0.061668517,0.059888499,0.064245137,0.064901923,0.119486791,0.10536884,0.132871586,0.111277559,0.065417717,0.045120812,0.021973529,0.366868167,0.051260993,0.05704752,0.075772369,0.109553938,0.010169014,0.024680566,0.234676865,0.412755033,0.045886866,0.250849768,0.116018399,0.224679391,0.001161993,0.068571227,0.001923126,0.000738602,11.99404409,2.725774787,4.26117845,20.98,53.32,33.29,65.73,0.811
47,6557075,0.005829795,0.713361827,0.159843985,0.002915019,0.013705806,0.000541705,0.043066154,0.021069608,0.016228425,0.451673345,0.47599303,0.05981966,0.06035679,0.061339393,0.06387345,0.06231254,0.120938071,0.124974474,0.135547634,0.114523168,0.070589249,0.038786197,0.01460575,0.364448172,0.043019944,0.055183752,0.074315606,0.102768994,0.009881693,0.033224723,0.245244869,0.410496754,0.046048581,0.248139757,0.116308415,0.241886664,0.001325391,0.092813945,0.002526928,0.001250284,171.5326319,2.743874372,4.077557275,12.63,36.28,23.61,52.05,0.697
48,26992732,0.008751951,0.60454303,0.10391964,0.005879879,0.034660145,0.000666439,0.329199282,0.091815456,0.023315647,0.428761083,0.436039153,0.066640272,0.066660944,0.064937702,0.064986827,0.062783085,0.125045364,0.119670362,0.117768924,0.088502379,0.049735314,0.02778522,0.010283842,0.306160303,0.034788735,0.039472292,0.079403819,0.075213876,0.009351184,0.029658836,0.213779509,0.341060253,0.03489995,0.194097285,0.112063018,0.203591396,0.00133931,0.067287324,0.001999222,0.001184419,114.2602413,3.266262775,4.677716791,12.34,36.9,24.04,50.56,0.73
49,3107616,0.024787471,0.739692742,0.009305847,0.009667861,0.017553005,0.007857792,0.112356546,0.052548642,0.023702414,0.431973899,0.428354404,0.08247158,0.077848743,0.071050606,0.068991471,0.071109172,0.139359561,0.10336734,0.094589229,0.074055482,0.042827363,0.024987321,0.009670435,0.272286216,0.023320771,0.027347652,0.09204226,0.074344449,0.007180746,0.017729668,0.205042064,0.299792832,0.027506616,0.191339921,0.080946295,0.164401265,0.000604871,0.045201852,0.001834303,0.000619125,40.34296275,3.672606041,4.877048048,10.9,39.79,24.44,46.8,0.85
50,588519,0.015185321,0.952278516,0.010142408,0.003590368,0.013046308,0.000244682,0.014753984,0.003384768,0.01747777,0.493190534,0.506974286,0.051102853,0.055502031,0.060303915,0.073632287,0.070886411,0.112536724,0.125870193,0.164076266,0.143381947,0.078121522,0.044815885,0.019934785,0.40945492,0.051390015,0.063489879,0.076012839,0.12270292,0.011513647,0.026558191,0.255884687,0.51250172,0.103046801,0.289523363,0.119931557,0.202761508,0.001632637,0.065100702,0.002020706,0.001082378,65.85306903,2.442271301,3.908010332,16.87,48.6,31.43,63.03,0.771
51,7811736,0.004559189,0.640090884,0.17960694,0.003447377,0.054115884,0.000721479,0.076497081,0.03064018,0.027961646,0.459920689,0.476663702,0.06006245,0.059782614,0.059456694,0.064107901,0.067946485,0.129407215,0.129848346,0.141579029,0.110798419,0.063871974,0.035432457,0.014290806,0.358210902,0.040855323,0.053180113,0.080338352,0.098273674,0.0085529,0.028571882,0.238462616,0.394697158,0.036486256,0.23846684,0.119744062,0.219427154,0.000803909,0.077356045,0.001919473,0.001759105,219.3372601,2.791651493,4.193529442,15.51,42.98,28.32,52.6,0.817
53,7354314,0.007418877,0.681027217,0.0323504,0.01319484,0.064740913,0.005462916,0.09526327,0.043602299,0.041483679,0.439073039,0.442789225,0.057459608,0.056260448,0.057383462,0.060058763,0.05962514,0.122978839,0.119936951,0.13028258,0.109750957,0.059688232,0.033051213,0.015386071,0.344176357,0.043515004,0.050117659,0.07407421,0.095091126,0.009819135,0.024074713,0.221539358,0.378156685,0.033980328,0.220087285,0.124089072,0.199668113,0.000949719,0.063315219,0.001684401,0.000989995,134.7912923,2.905487201,4.513870629,16.22,43.74,28.14,54.03,0.81
54,1311150,0.015324509,0.97177821,0.03877207,0.002159173,0.005545513,0.000218129,0.013164779,0.003850055,0.015046333,0.511282462,0.526087023,0.058896389,0.060617778,0.062241544,0.063838615,0.055740381,0.122233917,0.135292682,0.158010144,0.151663044,0.092984022,0.055556572,0.020294398,0.426045838,0.052985547,0.065777371,0.081251573,0.135420051,0.011930748,0.029363536,0.285909316,0.495784617,0.069738779,0.320616253,0.105429585,0.293330283,0.001512385,0.120184571,0.002716286,0.000980408,65.25494545,2.347165285,3.497612506,18.3,47.24,28.81,59.57,0.793
55,5161811,0.009143425,0.830500381,0.068259764,0.009975569,0.023520815,0.000298732,0.060337738,0.024460989,0.018688983,0.483472758,0.492232474,0.061874408,0.063204174,0.064348733,0.06863347,0.067377709,0.125485997,0.124322064,0.1488156,0.119380775,0.068049373,0.044014591,0.020198337,0.391817329,0.050804069,0.060711057,0.078341884,0.113196706,0.010913224,0.028622513,0.250746686,0.448825422,0.057008093,0.263577454,0.128239876,0.233063744,0.001047259,0.069014925,0.002019743,0.000653795,109.3682112,2.55220973,3.988088606,17.31,47,30.1,51.46,0.913
56,412780,0.207586051,0.890762634,0.005429042,0.028412229,0.00759,0.000600804,0.080280052,0.028976695,0.020102718,0.500528126,0.481345995,0.068566791,0.063612578,0.061611512,0.066849169,0.070919134,0.134136828,0.114654295,0.143829643,0.130943844,0.071522361,0.039856582,0.015371384,0.396819129,0.058697127,0.053200252,0.081229711,0.120577547,0.011945831,0.024162992,0.254246814,0.467430593,0.070611464,0.27341441,0.123404719,0.211078541,0.000950802,0.06459373,0.002085126,0.000484717,4.817279373,2.520039805,3.933185959,16.61,42.09,25.42,61.16,0.688
